,0 -- 1.93483998,3.22714918,4.33691651,6.96985935,70,GENERAL
PITX1,5.797101449275362,6.944,6.984,7.534767383691846,8.180590295147574,7.087808780878087
PRRX2,5.795102448775612,6.831,6.708,7.544272136068034,8.628814407203603,7.101110111011101
HEY2,6.404297851074463,7.479,7.2385,7.469734867433717,6.981990995497749,7.114611461146114
EPAS1,6.584207896051974,7.49,7.1085,7.255627813906954,7.299649824912456,7.147514751475147
ZNF85,6.141929035482259,6.9165,7.155,7.730865432716358,8.077538769384692,7.204120412041204
SP4,7.853573213393303,7.9155,6.7925,7.27863931965983,6.35967983991996,7.24012401240124
SP2,8.006996501749125,8.1705,6.846,7.396198099049525,6.431715857928965,7.370437043704371
ZNF418,6.427286356821589,7.393,7.4485,7.919459729864933,7.874937468734367,7.4124412441244125
Stat6,6.0499750124937535,6.9515,7.0855,8.009504752376188,8.987493746873437,7.416441644164417
KLF14,8.081959020489755,8.189,6.957,7.456728364182091,6.817908954477239,7.500650065006501
ZNF93,7.494252873563219,8.86,7.27,7.867933966983491,6.106553276638319,7.51985198519852
GMEB2,6.495252373813093,7.532,7.6675,7.906453226613307,8.011505752876438,7.522352235223522
ZNF610,8.006496751624187,8.645,7.365,7.470735367683842,6.212106053026513,7.54005400540054
ZNF324,6.854072963518241,7.733,7.632,7.924462231115558,7.696348174087044,7.5678567856785675
ZNF24,6.6056971514242875,7.2205,7.373,8.008004002001,8.893946973486743,7.61996199619962
ZNF692,7.195902048975512,8.3025,7.6395,8.026513256628315,7.172086043021511,7.6672667266726675
ZFP42,6.655672163918041,7.8625,7.6585,8.295147573786894,8.004502251125563,7.695069506950695
Dmbx1,6.362818590704648,7.633,7.669,8.251625812906454,8.565782891445723,7.696169616961696
LHX5,6.3588205897051475,7.3105,7.4265,8.183091545772886,9.23311655827914,7.702070207020702
ERF,7.44127936031984,8.0115,7.5615,7.939969984992496,7.6838419209604805,7.727572757275728
FOS::JUNB,6.555722138930535,7.5285,7.635,8.208604302151075,8.8184092046023,7.748974897489749
TBX3,6.9610194902548725,7.6805,7.898,8.139569784892446,8.184592296148073,7.772577257725772
TBX1,7.120439780109945,7.795,7.8075,8.065032516258128,8.122061030515258,7.781878187818782
Msgn1,6.883558220889555,7.6855,7.838,8.127563781890945,8.548274137068534,7.816381638163817
Gfi1B,6.537231384307846,7.7835,7.842,8.491245622811405,8.432216108054027,7.816981698169817
HOXD11,6.268865567216392,7.2795,7.548,8.352676338169085,9.872436218109055,7.863886388638864
ZNF675,7.137431284357821,7.74,7.745,8.199099549774887,8.578789394697349,7.87988798879888
OLIG2,6.559220389805097,7.66,7.8895,8.385192596298149,9.29264632316158,7.956995699569957
HNF1B,6.422788605697152,7.429,7.6835,8.408704352176088,9.914457228614307,7.971297129712971
PATZ1,9.160419790104948,9.0645,7.4335,7.715857928964482,6.676838419209605,8.010501050105011
NR4A2::RXRA,7.176411794102949,7.972,7.8765,8.364182091045523,8.978989494747374,8.073407340734073
ZNF530,8.466766616691654,8.6475,7.7605,8.092546273136568,7.439719859929965,8.08150815081508
CUX1,6.662168915542229,7.4915,7.7595,8.557778889444723,9.9799899949975,8.08980898089809
Stat5a::Stat5b,7.002998500749626,7.8315,7.959,8.64432216108054,9.255627813906953,8.13841384138414
RUNX2,7.555222388805597,8.632,8.163,8.48824412206103,8.161080540270135,8.1998199819982
ZFP57,7.823088455772114,9.042,8.168,8.453726863431715,7.724362181090545,8.242224222422243
NFATC4,7.307346326836582,8.329,8.169,8.632816408204102,8.870435217608804,8.26152615261526
GCM1,7.659670164917541,8.6115,8.25,8.665332666333166,8.27863931965983,8.292929292929292
PAX3,6.798600699650175,7.9065,8.055,8.900450225112555,9.955477738869435,8.322832283228323
HOXA5,7.061469265367316,8.023,8.18,8.837418709354678,9.821910955477739,8.384438443844385
ATF2,7.174912543728136,8.11,8.5695,8.94447223611806,9.287643821910956,8.417041704170417
Alx4,7.073463268365817,8.2075,8.162,8.933466733366684,9.9879939969985,8.472547254725473
KLF10,9.32783608195902,9.243,7.938,8.445222611305653,7.811905952976488,8.553355335533553
Zfp961,8.357821089455273,9.623,8.4005,8.91895947973987,7.753876938469235,8.610861086108612
HSF4,7.137931034482759,8.37,8.537,9.221110555277638,9.848924462231116,8.622662266226623
ETS1,8.291854072963519,8.9055,8.515,8.87343671835918,8.937968984492246,8.704670467046705
Arx,7.193903048475762,8.349,8.3835,9.196598299149574,10.690845422711355,8.762376237623762
Stat4,7.5477261369315345,8.446,8.528,9.261130565282642,10.355177588794398,8.827282728272827
SOHLH2,7.609695152423788,8.9495,9.129,9.28264132066033,9.180590295147574,8.83008300830083
HOXD4,7.453773113443279,8.4215,8.4725,9.314157078539269,10.54327163581791,8.84068406840684
ARNT::HIF1A,7.819090454772613,9.0315,9.0115,9.237618809404703,9.43871935967984,8.907490749074908
ZNF784,7.80359820089955,8.801,8.8885,9.44472236118059,9.70735367683842,8.92879287928793
Zfx,8.69215392303848,9.6895,8.881,9.205102551275639,8.261130565282642,8.945794579457946
TBX21,8.142928535732134,8.935,9.098,9.354177088544272,9.480740370185092,9.002000200020001
MAX,7.723638180909545,8.976,9.2595,9.549274637318659,9.621810905452726,9.025802580258025
Twist2,8.684657671164418,9.6,8.951,9.445722861430715,8.614307153576789,9.05910591059106
THRB,8.353823088455773,9.2995,8.9465,9.450725362681341,9.281140570285142,9.066206620662067
NR6A1,7.589205397301349,8.9015,9.1065,9.502751375687843,10.372186093046523,9.094109410941094
TBX15,8.553723138430785,9.238,9.104,9.37368684342171,9.229614807403701,9.0997099709971
KLF7,9.623188405797102,10.0645,8.6105,9.219109554777388,8.161080540270135,9.135813581358136
ETV2::FIGLA,8.5832083958021,9.8225,9.165,9.713856928464232,8.855427713856928,9.227922792279228
Esrrg,8.111944027986008,9.0035,9.0485,9.67383691845923,10.42671335667834,9.252625262526253
EMX1,7.620689655172414,8.834,8.97,9.87543771885943,11.113056528264131,9.282228222822281
OSR1,8.369815092453774,9.9445,9.213,9.87943971985993,9.018509254627313,9.284928492849286
FLI1::DRGX,8.305847076461768,9.369,9.2185,9.83591795897949,10.14607303651826,9.374837483748374
LHX9,8.082458770614693,9.0185,9.2685,10.053026513256627,11.503751875937969,9.584858485848585
HNF1A,7.800599700149925,8.9615,9.2645,10.139569784892446,12.008504252126063,9.634463446344634
ZNF454,9.569215392303848,10.9715,9.5145,9.564782391195598,8.645822911455728,9.653265326532653
ZNF682,9.469765117441279,10.3655,9.522,9.805402701350676,9.135567783891945,9.659665966596659
ZIC4,9.924037981009496,10.686,9.4485,9.955977988994498,8.82041020510255,9.767076707670768
HLF,8.004997501249376,9.2855,9.468,10.46223111555778,11.78839419709855,9.801380138013801
ZNF708,9.191404297851074,10.2205,9.9135,10.215607803901952,9.615307653826914,9.83118311831183
CUX2,8.027486256871564,9.058,9.3675,10.46473236618309,12.279139569784892,9.838883888388839
MGA::EVX1,8.590704647676162,9.4525,9.6675,10.465732866433216,11.719859929964983,9.978897889788978
VENTX,7.99400299850075,9.354,9.697,10.659829914957479,12.367183591795898,10.013901390139013
ZNF257,9.825087456271865,10.666,9.866,10.497248624312157,9.54327163581791,10.07950795079508
ETV4,9.886056971514243,10.667,9.966,10.37568784392196,10.07103551775888,10.193119311931193
TFAP4::ETV1,9.716141929035482,10.982,10.3045,10.607303651825912,9.623811905952977,10.246724672467247
ARGFX,8.256371814092953,9.8595,9.7225,10.969984992496249,12.558779389694848,10.272927292729273
Hmx2,8.327336331834083,9.763,10.1035,11.115057528764382,12.22711355677839,10.306730673067307
ZFP14,10.021989005497252,10.7585,10.2365,10.538269134567283,10.11855927963982,10.334733473347335
NHLH1,9.373313343328336,10.551,10.5555,11.093546773386693,10.219109554777388,10.358335833583359
FOXD1,8.499250374812593,9.9755,10.213,11.049524762381191,12.225612806403202,10.392139213921393
KLF11,11.027486256871564,10.988,9.9225,10.214107053526764,9.872436218109055,10.405040504050405
TBX20,9.276361819090456,10.2145,10.3025,10.882941470735368,11.635817908954477,10.462146214621463
STAT1::STAT2,8.879060469765118,10.1055,10.509,11.16608304152076,11.696848424212106,10.470947094709471
PAX6,8.908045977011493,10.158,10.354,11.137568784392196,12.06103051525763,10.523352335233524
KLF1,11.227886056971514,11.4445,9.9455,10.54327163581791,9.575787893946973,10.547554755475547
PROP1,8.445777111444277,9.919,10.0535,11.560780390195097,12.905452726363182,10.576357635763577
Hoxd13,8.737631184407796,9.8035,10.2845,11.379689844922462,12.710855427713858,10.582758275827583
MYB,9.32783608195902,10.6855,10.6935,11.240120060030016,11.240620310155078,10.637263726372638
HOXD9,8.808095952023988,10.34,10.6905,11.593796898449225,12.970985492746372,10.88018801880188
FOSB::JUN,9.282858570714643,10.586,11.14,11.705852926463232,12.330665332666333,11.008700870087008
HOXB4,9.288855572213894,10.547,10.746,11.690845422711355,13.041020510255128,11.062306230623062
MITF,9.169415292353824,11.263,11.367,12.131065532766383,11.902951475737868,11.166316631663166
FOXG1,9.147426286856572,10.587,11.016,11.926463231615807,13.222611305652826,11.17941794179418
Foxj2,9.261869065467266,10.606,11.0915,12.048024012006003,13.023511755877939,11.205720572057206
FOXO6,9.520739630184908,10.8715,11.228,11.883941970985493,12.781890945472737,11.256825682568257
Nr1h3,10.40279860069965,11.608,11.29,11.644822411205602,11.414207103551776,11.271827182718273
FOXO1::ELK1,10.113443278360819,11.2505,11.185,11.680840420210105,12.167583791895948,11.279227922792279
BHLHE22,10.136931534232884,11.907,11.531,12.457228614307153,11.169584792396199,11.44014401440144
HAND2,9.820589705147427,11.5825,11.6735,12.348674337168584,12.180090045022512,11.52075207520752
Hmx1,9.401299350324837,11.083,11.2665,12.396198099049524,13.782391195597798,11.585358535853585
MXI1,9.696651674162919,11.3155,11.728,12.259129564782391,12.985992996498249,11.596659665966596
SNAI2,10.79160419790105,11.75,11.6135,12.150075037518759,11.71735867933967,11.604360436043605
ETV5::FOXI1,10.671664167916042,12.0605,11.735,12.187093546773387,11.904452226113056,11.711571157115712
Ddit3::Cebpa,10.258870564717641,11.5045,11.4925,12.321160580290146,13.0200100050025,11.719071907190719
Gmeb1,10.666666666666666,12.906,11.892,11.931965982991496,11.27863931965983,11.734973497349735
NKX6-3,9.850074962518741,11.2025,11.4385,12.53776888444222,14.427713856928465,11.890789078907892
TBR1,10.598200899550225,11.8015,12.0075,12.564282141070535,13.09104552276138,12.012201220122012
ETV6,11.553723138430785,12.305,11.8605,12.28864432216108,12.263631815907955,12.054205420542054
FOSL2::JUNB,10.1864067966017,11.554,12.095,12.891945972986493,13.773386693346673,12.0997099709971
HOXC4,9.914542728635682,11.5005,11.6335,12.900450225112555,14.64432216108054,12.118111811181118
ONECUT1,9.877061469265367,11.2805,11.7085,13.005502751375689,14.893946973486743,12.152515251525152
SOX12,10.540729635182409,11.8825,12.211,12.984492246123061,13.187093546773387,12.16081608160816
HOXD8,10.10344827586207,11.495,11.938,12.97248624312156,14.740870435217609,12.24942494249425
Spz1,11.591704147926038,12.288,12.0795,12.899449724862432,12.76088044022011,12.323732373237323
TGIF2LX,10.665667166416792,12.565,12.438,13.50025012506253,12.850925462731366,12.403640364036404
Arid3a,9.899550224887557,11.494,11.9905,13.276138069034518,15.48224112056028,12.427842784278427
HOXB8,10.301849075462268,11.7115,12.1455,13.186093046523261,14.961980990495247,12.46084608460846
MSX1,10.041479260369815,11.9235,12.1085,13.268134067033516,15.315157578789394,12.530753075307532
NR4A2,10.841579210394803,12.3265,12.379,13.368684342171086,14.13856928464232,12.61046104610461
ZNF524,12.315342328835582,13.2915,12.5065,12.928464232116058,12.236618309154577,12.655665566556655
ETV5::DRGX,11.59720139930035,12.583,12.5215,13.168084042021011,13.456228114057028,12.664966496649665
SOX14,10.810594702648675,11.903,12.1385,13.376188094047023,15.10655327663832,12.666466646664666
ZBTB14,12.710144927536232,14.511,12.738,13.189094547273637,10.961480740370185,12.822082208220822
SATB1,10.432283858070965,12.0325,12.2765,13.696348174087044,15.889944972486242,12.864886488648866
PDX1,10.278860569715143,12.0325,12.423,13.655327663831915,15.946973486743373,12.866686668666867
HOXA3,10.935532233883059,12.2295,12.4875,13.550775387693847,15.192596298149075,12.878687868786878
STAT3,10.869065467266367,12.273,12.525,13.692346173086543,15.072536268134067,12.885888588858887
Prdm4,11.168415792103948,12.7085,12.842,13.77488744372186,14.595297648824411,13.017401740174018
EOMES,11.570714642678661,12.91,13.0415,13.633816908454227,14.036518259129565,13.038203820382039
FOXD2,10.744127936031983,12.572,12.8885,13.970985492746372,15.126063031515757,13.05980598059806
SCRT1,11.488255872063968,13.107,13.132,13.932466233116559,13.980490245122562,13.127712771277128
Crx,11.384307846076961,13.107,13.1955,14.040020010005003,15.082041020510255,13.361336133613362
LBX1,11.149425287356323,12.6815,12.913,14.202101050525263,16.2016008004002,13.42894289428943
Alx1,10.79960019990005,12.895,12.913,14.194097048524263,16.376188094047023,13.434943494349435
USF1,11.305847076461768,13.541,13.6015,14.493246623311656,14.307153576788394,13.44934493449345
SREBF1,11.314342828585707,13.486,13.606,14.748874437218609,14.099549774887445,13.45054505450545
POU3F4,11.22288855572214,12.664,12.801,14.159079539769884,16.409204602301152,13.450645064506451
Ahr::Arnt,12.71864067966017,13.669,13.291,13.724862431215607,13.892946473236618,13.45914591459146
E2F8,13.499750124937531,14.9035,13.1955,13.602301150575288,12.319159579789895,13.504150415041504
CLOCK,11.567216391804099,13.5105,13.6355,14.244622311155577,14.632316158079039,13.517651765176518
ZNF680,11.70664667666167,13.1935,13.2735,14.307653826913457,15.150575287643822,13.525952595259525
Gli2,13.05897051474263,14.327,13.4905,14.072036018009005,12.789894947473737,13.547654765476548
TCF21,11.598700649675163,13.838,13.622,14.50225112556278,14.218609304652325,13.555555555555555
Nr1H4,11.776111944027987,13.4265,13.811,14.469734867433717,14.86943471735868,13.67016701670167
Mafg,12.21889055472264,13.901,13.657,14.46423211605803,14.133066533266634,13.674567456745674
Nr1h3::Rxra,11.85207396301849,13.644,13.791,14.443221610805402,15.415207603801901,13.828682868286828
Arntl,11.766116941529235,14.3575,14.149,14.737868934467233,14.27463731865933,13.856685668566858
HOXB2,11.560219890054972,13.2375,13.4675,14.74737368684342,16.43421710855428,13.888788878887889
TFDP1,14.090954522738631,15.525,13.633,13.97448724362181,12.617308654327164,13.968296829682968
ZBTB11,13.480259870064968,14.838,13.9465,14.487743871935969,13.795897948974487,14.10961096109611
MNX1,11.809095452273864,13.5725,13.8765,14.949974987493746,16.38769384692346,14.11861186118612
RARA::RXRG,13.546226886556722,14.3225,13.953,14.427713856928465,14.594297148574286,14.168616861686168
ZNF214,12.098450774612694,13.6855,14.0355,15.022511255627814,16.059029514757377,14.17971797179718
TFCP2,12.188905547226387,14.2745,14.165,15.20760380190095,15.16608304152076,14.2000200020002
FOSL1,12.005997001499251,13.81,14.02,15.15607803901951,16.19559779889945,14.237023702370237
MYCN,13.006496751624187,14.646,14.488,14.902451225612806,14.56528264132066,14.321432143214322
FOXE1,11.808595702148926,13.852,14.2745,15.369184592296149,16.411705852926463,14.342634263426342
ZNF701,14.6031984007996,14.967,13.652,14.792896448224113,13.8184092046023,14.366736673667367
SPIC,12.480259870064968,14.188,14.2845,15.342171085542772,15.84592296148074,14.427742774277428
SMAD2,12.75512243878061,14.9625,14.1915,15.428214107053527,14.909954977488745,14.449144914491448
ZNF416,13.35832083958021,15.1155,14.6095,15.228614307153578,14.364682341170585,14.535153515351535
DMRTC2,12.217391304347826,14.05,14.0935,15.351175587793897,17.03751875937969,14.549354935493549
NKX2-3,13.113943028485757,14.637,14.6375,15.149574787393696,15.993496748374188,14.705970597059705
LHX6,12.189905047476262,14.229,14.4,15.503751875937969,17.279139569784892,14.71977197719772
ZNF449,14.283858070964518,15.4315,14.6695,15.31615807903952,14.198599299649825,14.77987798779878
DMRTA1,12.667166416791604,14.35,14.5175,15.688844422211105,16.850425212606304,14.814281428142815
Foxj3,12.458770614692654,14.2305,14.6545,15.884942471235618,17.194097048524263,14.883988398839884
NR2C1,14.077961019490255,15.043,14.577,15.19959979989995,15.60680340170085,14.9006900690069
TCF7L2,12.353823088455773,14.3655,14.9675,15.885942971485743,17.082541270635318,14.93049304930493
KLF6,14.894552723638181,15.9105,14.468,15.030015007503751,14.95247623811906,15.05110511051105
Hmx3,12.242378810594703,14.4495,14.7565,16.202601300650326,17.94647323661831,15.118811881188119
VEZF1,16.95352323838081,15.804,14.254,14.634817408704352,14.04752376188094,15.139113911391139
YY2,14.020989505247377,16.1215,15.164,15.764382191095548,14.864432216108055,15.186918691869186
HES5,14.144927536231885,16.2875,15.573,15.80040020010005,14.703351675837919,15.301730173017301
Hoxa11,12.412293853073463,14.4075,14.8385,16.409704852426213,18.481740870435218,15.30923092309231
NFYA,13.547726136931534,15.1665,15.2,16.1615807903952,16.56278139069535,15.327332733273327
CEBPG,12.895552223888055,14.64,14.982,16.282141070535268,17.960980490245124,15.351535153515352
FOSL2::JUND,13.241379310344827,15.082,15.5765,16.413706853426714,17.261630815407702,15.514551455145515
NR1H4::RXRA,13.498750624687656,15.464,15.201,16.322661330665333,17.2376188094047,15.544354435443545
EGR4,16.697151424287856,17.068,14.8385,15.481240620310155,14.690345172586293,15.755275527552755
ETV3,14.079460269865068,15.9455,15.6345,16.58329164582291,16.610805402701352,15.77037703770377
Sox7,13.499750124937531,15.023,15.4915,16.599799899949975,18.311155577788895,15.784478447844785
RBPJ,14.223888055972013,15.7885,15.686,16.607303651825912,17.12256128064032,15.885288528852886
ESR2,14.504747626186907,16.2065,16.0525,16.30215107553777,16.36768384192096,15.886488648864887
ZNF740,18.251874062968515,16.987,14.789,15.404702351175589,14.087043521760881,15.904390439043905
JUND,13.463268365817092,15.466,15.761,16.895947973986992,18.206103051525762,15.957895789578957
HOXC10,12.789105447276361,14.941,15.4845,17.08654327163582,19.499249624812407,15.95929592959296
MSX2,12.83608195902049,15.11,15.5175,16.96448224112056,19.43871935967984,15.972597259725973
Zic1::Zic2,15.340829585207397,17.2175,15.8935,16.720860430215108,14.806903451725862,15.995899589958995
NR1I3,13.713643178410795,15.8345,15.995,16.807903951975987,17.6408204102051,15.997899789978998
SOX18,14.026986506746626,15.5355,15.6735,16.739369684842423,18.133566783391696,16.021302130213023
HOXB7,13.399800099950024,15.299,15.6995,16.899449724862432,19.198099049524764,16.0985098509851
HESX1,12.773613193403298,15.2775,15.4865,17.259629814907452,20.001000500250125,16.158815881588158
JUNB,13.686656671664167,15.8365,16.0875,17.30665332666333,18.43721860930465,16.27032703270327
Ascl2,14.883558220889554,16.75,16.3865,17.424712356178087,16.159079539769884,16.32053205320532
ETV7,15.34832583708146,16.4825,16.0915,16.783391695847925,16.931965982991496,16.327332733273327
HOXB5,13.841079460269865,15.5215,15.835,17.180590295147574,19.293646823411706,16.333733373337335
ZNF331,15.728135932033982,17.174,16.5105,16.829414707353678,15.605802901450726,16.36953695369537
KLF16,17.851074462768615,17.187,15.265,16.0,15.593796898449225,16.37963796379638
NFYB,14.854072963518242,16.383,16.262,16.99399699849925,17.455727863931966,16.38943894389439
MGA,14.886056971514243,16.5195,16.4685,16.98049024512256,17.160580290145074,16.4027402740274
Nkx3-2,13.72463768115942,15.7625,16.1695,17.36368184092046,19.05502751375688,16.414441444144416
OTX2,13.851574212893553,16.205,16.288,17.522261130565283,18.96648324162081,16.566056605660567
EMX2,13.696651674162919,15.6895,16.144,17.67633816908454,19.903951975987994,16.621362136213623
ZEB1,15.058470764617692,16.7085,16.7705,17.463731865932967,17.108054027013505,16.62156215621562
SCRT2,14.756621689155422,16.734,16.599,17.536268134067033,17.648824412206103,16.654565456545654
CTCF,16.30134932533733,17.7765,16.7135,17.30615307653827,15.343171585792897,16.68816881688169
POU6F2,13.864567716141929,16.0645,16.188,17.80090045022511,19.816908454227114,16.746274627462746
POU3F2,13.588205897051473,15.5335,15.799,17.813406703351674,21.008504252126063,16.74767476747675
MEF2C,13.660669665167417,16.002,16.2875,18.052026013006504,20.10255127563782,16.82018201820182
ESRRA,14.684657671164418,16.471,16.8345,17.530765382691346,18.65382691345673,16.834483448344834
ZNF766,14.27936031984008,16.3735,16.9,18.023011505752876,18.78439219609805,16.87148714871487
PAX5,15.928035982008996,17.9575,17.3185,17.047023511755878,16.64832416208104,16.97979797979798
ZIM3,14.356821589205397,16.869,17.201,18.732866433216607,18.67633816908454,17.166616661666165
HOXB1,14.584207896051973,16.699,16.899,18.110055027513756,19.745872936468235,17.207020702070206
ERF::FOXO1,15.341329335332334,17.059,17.2605,18.23461730865433,18.165582791395696,17.21182118211821
ERF::HOXB13,15.13143428285857,16.737,16.8315,18.07053526763382,19.336168084042022,17.220822082208223
OLIG3,14.436281859070466,16.957,17.209,18.30815407703852,19.19909954977489,17.22132213221322
Nkx3-1,14.871564217891054,16.9355,17.0315,18.05102551275638,19.22111055527764,17.22162216221622
ATOH7,15.080459770114942,17.8455,17.525,18.467233616808404,17.245122561280642,17.232323232323232
CTCFL,16.79960019990005,18.7925,16.9105,17.981490745372685,15.92696348174087,17.282228222822283
MYC,15.588705647176411,17.795,17.627,18.12856428214107,17.427213606803402,17.313031303130312
ZBED4,19.168915542228884,20.118,16.506,16.845922961480742,14.108054027013507,17.34993499349935
Lhx8,14.673663168415793,16.7555,17.061,18.3791895947974,20.31215607803902,17.435643564356436
Nr5A2,15.342328835582208,17.358,17.5785,18.27113556778389,19.249624812406203,17.55945594559456
ISX,14.182908545727136,16.6445,16.8985,18.696848424212106,21.736868434217108,17.63106310631063
TFAP4,15.493253373313344,17.653,17.9415,19.032016008004003,18.117558779389697,17.647064706470648
FOXI1,14.876061969015492,16.932,17.552,18.808904452226113,20.2216108054027,17.677467746774678
ZNF148,18.93103448275862,19.5235,16.914,17.772886443221612,15.801900950475238,17.788978897889788
TGIF2LY,15.338830584707646,18.1155,17.9725,19.4072036018009,18.830915457728864,17.93249324932493
FOXO1::ELF1,15.75712143928036,17.8985,17.945,18.991495747873937,19.485242621310654,18.015001500150014
TFEB,15.59720139930035,18.407,18.33,19.228114057028513,18.971485742871437,18.106310631063106
POU2F3,15.25937031484258,17.106,17.4715,19.043021510755377,21.794897448724363,18.134213421342135
CREM,15.873063468265867,18.258,18.7115,19.25862931465733,19.557778889444723,18.331333133313333
FLI1::FOXI1,16.352823588205897,18.155,18.097,19.358679339669834,19.917458729364682,18.375737573757377
NR5A1,15.922538730634683,18.198,18.445,19.21310655327664,20.34167083541771,18.423542354235423
ZNF770,18.099950024987507,20.007,18.472,19.16808404202101,17.646323161580792,18.67866786678668
ZNF652,15.999500249875062,17.8955,18.49,19.585792896448226,21.826413206603302,18.75877587758776
DPRX,15.676661669165417,18.233,18.3225,20.091545772886445,21.589294647323662,18.781878187818783
Rhox11,16.065467266366817,18.2605,18.6095,20.127563781890945,21.91345672836418,18.994599459945995
ZKSCAN5,18.35632183908046,19.683,18.7155,19.74087043521761,18.697348674337167,19.038503850385037
BARHL1,15.858070964517742,18.357,18.6815,20.18759379689845,22.271635817908955,19.07040704070407
TEAD1,16.53423288355822,18.568,18.8315,20.375687843921963,22.599299649824914,19.381038103810383
Mafb,16.961019490254873,19.201,19.452,20.558279139569784,20.798899449724864,19.393739373937393
SNAI1,17.565717141429285,19.6095,19.479,20.4152076038019,20.443721860930467,19.502250225022504
GBX1,15.468765617191405,18.286,18.872,20.837418709354676,24.118059029514757,19.515451545154516
FOSL2::JUN,16.63718140929535,18.8675,19.5805,20.750375187593797,22.25112556278139,19.616661666166618
Wt1,20.347826086956523,20.6335,19.0735,19.701850925462733,18.350675337668836,19.621662166216623
MAFF,16.7816091954023,19.4295,19.8575,21.136568284142072,21.714857428714357,19.783378337833785
Zic2,18.628685657171413,20.723,19.796,20.821410705352676,18.99749874937469,19.79317931793179
Nr1H2,17.56121939030485,19.9925,20.266,21.25462731365683,21.628314157078538,20.14001400140014
GCM2,18.867066466766616,21.0,19.98,20.916458229114557,20.016008004002,20.155715571557156
FOXL1,16.97801099450275,19.603,19.9815,21.56778389194597,23.117558779389697,20.24882488248825
ETV2::FOXI1,18.114442778610695,20.235,20.253,21.392196098049023,21.575287643821913,20.313531353135314
Ebf2,19.8415792103948,21.056,19.9995,20.58279139569785,20.19509754877439,20.334933493349336
REL,18.063468265867066,19.8835,20.069,21.042021010505252,22.7783891945973,20.36673667366737
ZNF667,18.067966016991505,20.2575,20.3715,21.293646823411706,21.936468234117058,20.384938493849386
PRDM9,21.679160419790104,21.173,19.192,20.356178089044523,19.972486243121562,20.474747474747474
Gli1,19.36031984007996,21.3245,20.3275,21.587793896948476,20.01950975487744,20.523752375237525
CEBPA,17.1984007996002,19.488,19.971,21.85792896448224,24.68534267133567,20.63926392639264
Pgr,17.31784107946027,20.08,20.367,22.141570785392695,23.321160580290144,20.644764476447644
ZBED2,18.492753623188406,21.1445,20.7465,21.704852426213108,21.427713856928463,20.702870287028702
ZBTB6,19.337831084457772,21.5015,20.632,21.141570785392695,20.904452226113058,20.703270327032705
Pou5f1::Sox2,17.341329335332333,19.652,20.217,22.034517258629315,24.590295147573787,20.766176617661767
MAF,18.524737631184408,21.1005,21.0055,22.15007503751876,21.27313656828414,20.81038103810381
EBF3,20.6151924037981,21.7365,20.4915,20.968984492246122,20.372686343171587,20.83698369836984
Stat5b,18.10744627686157,20.534,20.735,22.27513756878439,23.463231615807903,21.022302230223023
EN2,17.62168915542229,20.038,20.6005,22.608304152076037,25.85592796398199,21.343934393439344
NR2F2,18.544227886056973,20.92,21.337,22.438219109554776,23.564282141070535,21.36013601360136
SOX4,18.39730134932534,20.6465,21.1265,22.702851425712858,24.289644822411205,21.43184318431843
ETV5::FOXO1,18.853573213393304,21.5525,21.263,22.460230115057527,23.098549274637318,21.445044504450443
Zfp335,20.079460269865066,22.111,21.4615,22.249624812406203,21.40120060030015,21.46034603460346
ESX1,17.371314342828587,20.337,20.7975,22.903451725862933,26.169584792396197,21.514751475147516
BARX1,17.489255372313842,20.622,21.091,23.094047023511756,26.034017008504254,21.665066506650664
ZNF677,18.684157921039482,21.0615,21.472,23.117558779389697,24.269134567283643,21.72017201720172
Dlx5,17.628685657171413,20.7275,20.9605,23.24862431215608,26.177088544272134,21.747474747474747
ZNF184,19.438280859570217,21.4285,21.3175,22.814907453726864,24.32016008004002,21.863286328632864
MAFA,19.4327836081959,22.64,22.191,23.514757378689346,21.939969984992498,21.943294329432945
ZBTB7A,20.723638180909546,23.1645,21.6285,22.774387193596798,21.462231115557778,21.95049504950495
FOXN3,18.58120939530235,21.2535,22.024,23.262131065532767,24.834917458729365,21.99039903990399
EGR1,23.11544227886057,23.9415,21.142,21.68534267133567,20.300150075037518,22.037203720372037
MYOG,20.344827586206897,23.081,22.091,23.76488244122061,21.39869934967484,22.135813581358136
EBF1,21.99000499750125,23.4575,21.9665,22.44122061030515,21.111555777888945,22.193419341934195
Pax7,18.007996001999,20.944,21.3575,23.769884942471236,27.175087543771888,22.24982498249825
SPIB,20.539230384807595,21.812,21.712,23.367183591795897,23.88144072036018,22.261926192619264
Prdm15,19.555722138930534,22.2905,22.271,23.578289144572285,23.809404702351177,22.3004300430043
NEUROD1,19.866566716641678,22.784,22.3705,23.81990995497749,22.8144072036018,22.33063306330633
IKZF2,21.066466766616692,22.7525,22.2365,23.354177088544272,23.299149574787393,22.54145414541454
PHOX2A,18.045477261369314,21.4125,21.745,24.45272636318159,27.105052526263133,22.55105510551055
KLF9,23.248375812093954,23.544,21.5495,22.40370185092546,22.092046023011505,22.567656765676567
ZNF354C,21.528735632183906,23.3125,22.4065,23.209604802401202,22.812906453226613,22.653865386538655
SP9,23.847076461769117,24.276,21.576,22.58679339669835,21.20410205102551,22.6982698269827
Sox5,19.77511244377811,21.879,22.2935,23.967983991995997,25.736368184092047,22.72967296729673
