FACTOR,HUMAN_CODING,HUMAN_CODING_GENERATED,HUMAN_CODING_GENERATED_NEW,HUMAN_NON_CODING,MOUSE_CODING,MOUSE_NON_CODING,NON_PROMOTER
HMBOX1,1.3349941383352872,2.1915,1.105263157894737,2.1385799828913603,1.4115990990990992,2.2769830949284784,2.924139602520601
GSX2,1.3349941383352872,1.8565,0.8421052631578947,1.9080410607356717,1.3384009009009008,1.8338751625487648,2.2969785102601388
Sox17,1.3338218053927315,1.957,1.3157894736842106,2.1599657827202736,1.3234797297297298,2.1898569570871262,2.904023267086767
CREB1,1.3329425556858148,1.6735,0.7368421052631579,2.100085543199316,1.4161036036036037,2.2028608582574774,2.7405881402488284
FLI1::FOXI1,1.3311840562719812,1.4465,0.8947368421052632,1.5119760479041915,1.398648648648649,1.5627438231469442,1.6880756180319922
HIF1A,1.328546307151231,1.023,0.631578947368421,0.867835757057314,1.4436936936936935,0.8228218465539662,0.4655033123283244
CLOCK,1.3253223915592027,1.2965,1.4736842105263157,1.3939264328485883,1.4484797297297298,1.3836150845253576,1.2971400872515757
GMEB2,1.3206330597889802,1.1345,0.47368421052631576,0.9914456800684346,1.4386261261261262,0.9210013003901172,0.6698982064953951
RUNX2,1.316822977725674,1.2375,1.0,1.149272882805817,1.3206644144144144,1.141742522756827,0.9166262724188076
BNC2,1.3103751465416178,1.704,1.1578947368421053,2.1548331907613343,1.2345157657657655,2.142717815344604,2.450234286637583
ELF2,1.309495896834701,1.0825,0.47368421052631576,1.0068434559452524,1.5273085585585586,1.0295838751625488,0.7717724995960575
GRHL2,1.308323563892145,1.7445,2.0,1.9431137724550895,1.3741554054054057,2.123211963589077,2.613830990466957
E2F2,1.3068581477139507,1.0685,0.8421052631578947,0.69803250641574,1.3398085585585586,0.6996098829648895,0.3071578607206334
NHLH1,1.305978898007034,1.2235,1.263157894736842,1.3712574850299402,1.1576576576576576,1.3732119635890767,1.3288899660688318
ERF::FOXO1,1.3036342321219223,1.442,0.9473684210526315,1.4516680923866552,1.3963963963963963,1.4726918075422626,1.4532234609791566
TRPS1,1.3012895662368114,2.1415,1.4210526315789473,2.2840034217279728,1.258445945945946,2.2386215864759427,3.14259169494264
SOX10,1.2989449003517,1.872,1.368421052631579,2.054747647562019,1.375,2.2451235370611182,2.582081111649701
ZNF816,1.2954279015240329,0.9595,1.368421052631579,1.1201881950384944,1.079391891891892,1.0169050715214565,0.7152205525933107
SMAD2,1.2892731535756154,1.3415,1.368421052631579,1.2711719418306244,1.347972972972973,1.3910923276983096,1.1386330586524478
TFAP4,1.2889800703399763,1.3505,1.4210526315789473,1.926860564585116,1.2286036036036037,1.9450585175552664,2.125626110841816
DRGX,1.276377491207503,2.055,1.4210526315789473,2.182634730538922,1.2553490990990992,1.85370611183355,2.8822911617385683
TEAD4,1.2713950762016413,1.7185,1.631578947368421,2.077416595380668,1.2471846846846846,2.025032509752926,2.74640491194054
TCF7,1.254103165298945,1.6775,1.631578947368421,2.0885372112917024,1.3445945945945943,2.19148244473342,2.7535950880594604
ERF::HOXB13,1.2526377491207503,1.4205,1.0,1.3751069289991449,1.428490990990991,1.35370611183355,1.5148650832121506
RBPJ,1.2511723329425557,1.3855,1.5789473684210527,1.5265183917878529,1.2851914414414414,1.546814044213264,1.72338019066085
NKX6-1,1.2473622508792497,2.151,0.7894736842105263,2.201454234388366,1.197635135135135,2.05039011703511,3.187025367587656
SNAI2,1.2382766705744432,1.1965,1.4210526315789473,1.320786997433704,1.212837837837838,1.3923927178153446,1.2914848925513007
FOXA3,1.2332942555685815,2.2155,0.8421052631578947,2.142857142857143,1.2666103603603605,2.284785435630689,3.142914848925513
FOSL2::JUN,1.2286049237983587,1.393,0.6842105263157895,1.8905047048759624,1.209740990990991,1.7844603381014303,1.9480529972531917
NFYA,1.2280187573270809,1.189,1.0526315789473684,1.300256629597947,1.298423423423423,1.4112483745123536,1.220310227823558
ETV5::DRGX,1.2256740914419697,1.243,0.7368421052631579,1.2284003421727974,1.3626126126126126,1.2447984395318596,1.2387300048473098
Atf3,1.223915592028136,1.6505,1.0,2.018819503849444,1.1993243243243243,1.994148244473342,2.2359024074971723
MEOX1,1.22010550996483,1.7055,1.0,1.981180496150556,1.271114864864865,1.8016905071521456,2.421796736144773
FOXK2,1.2069167643610783,2.2225,0.7894736842105263,2.136441402908469,1.235923423423423,2.240897269180754,3.1469542737114238
NKX2-3,1.2057444314185228,1.385,1.3157894736842106,1.4063301967493584,1.2744932432432432,1.489921976592978,1.5141379867506868
BATF,1.2045720984759671,1.6445,1.0526315789473684,2.0342172797262617,1.1573761261261262,2.023081924577373,2.271934076587494
MEF2A,1.2010550996483,2.4335,0.5263157894736842,2.0128314798973483,1.3541666666666667,2.0520156046814044,3.117628049765713
ESR2,1.1987104337631886,1.153,1.0526315789473684,1.4794696321642429,1.170608108108108,1.537386215864759,1.4715624495071902
Arid5a,1.194314185228605,2.3905,1.0526315789473684,2.1330196749358428,0.9622747747747749,1.688556566970091,3.989739861043788
FOXP1,1.194021101992966,2.159,0.8421052631578947,2.072284003421728,1.2029842342342345,2.192782834850455,3.127565034739053
GCM1,1.1928487690504104,1.108,0.8421052631578947,1.053464499572284,1.1528716216216215,1.0438881664499349,0.8860074325416061
NKX2-5,1.1899179366940211,1.736,1.368421052631579,1.6740804106073568,1.2539414414414414,1.80851755526658,2.0957343674260787
Foxn1,1.186400937866354,1.0445,0.7368421052631579,0.9379811804961504,1.3282657657657655,0.9262028608582574,0.7813055420908063
ELK3,1.182883939038687,0.9285,0.5263157894736842,0.5744225834046194,1.4445382882882882,0.5656697009102731,0.2594926482468896
POU5F1,1.175849941383353,2.0395,0.8947368421052632,2.288708297690333,1.1337274774774777,2.243823146944083,3.578203263855227
SIX1,1.171746776084408,1.486,1.263157894736842,1.5821214713430285,1.2376126126126126,1.6654746423927178,2.163596703829375
TGIF2LY,1.1705744431418523,1.3735,0.9473684210526315,1.433704020530368,1.3279842342342345,1.6440182054616386,1.658426240103409
NR1H4::RXRA,1.1658851113716295,1.1635,1.3157894736842106,1.346022241231822,1.1272522522522523,1.2789336801040312,1.4338342220067863
ELK4,1.1655920281359906,0.9295,0.5263157894736842,0.8776732249786142,1.349662162162162,0.8901170351105332,0.6094684116981742
FOXS1,1.1588511137162951,2.0335,0.5789473684210527,2.102224123182207,1.1444256756756757,2.1703511053316,3.134512845370819
NR2F2,1.1570926143024618,1.349,1.4210526315789473,1.6432848588537212,1.173704954954955,1.7701560468140445,1.952253999030538
ZNF667,1.1567995310668229,1.348,1.8421052631578947,1.624037639007699,1.2057995495495497,1.653771131339402,1.74188075618032
EGR3,1.1553341148886285,0.858,0.9473684210526315,0.5988023952095808,1.0149211711711712,0.5630689206762028,0.1472774276942963
ZNF574,1.1538686987104338,0.9615,1.0526315789473684,0.9063301967493584,1.1432995495495497,0.9131989596879064,0.6173048957828405
Jun,1.1524032825322392,1.4215,1.2105263157894737,1.8678357570573136,1.0926238738738738,1.8195708712613785,2.0344158991759573
BATF::JUN,1.1389214536928487,1.5805,0.9473684210526315,1.9123182207014544,1.1058558558558558,1.922301690507152,2.103651640006463
Nkx2-1,1.131008206330598,1.519,1.1578947368421053,1.6330196749358423,1.178490990990991,1.672626788036411,2.1745839392470514
FLI1,1.1301289566236812,0.9285,0.5263157894736842,0.8143712574850299,1.3764076576576576,0.8504551365409623,0.5710130877363063
Mafb,1.126905041031653,1.366,1.631578947368421,1.5983746792130025,1.1320382882882882,1.5741222366710013,1.991921150428179
PGR,1.123388042203986,1.683,1.4736842105263157,1.9392643284858853,1.1531531531531531,2.122886866059818,2.6844401357246728
Stat5b,1.1207502930832356,1.246,1.5789473684210527,1.473053892215569,1.1883445945945943,1.5864759427828348,1.926805622879302
Mafg,1.120457209847597,1.166,1.5263157894736843,1.3575705731394354,1.0816441441441442,1.3485045513654097,1.2758927128776862
ETV5::FOXI1,1.1128370457209849,1.1435,0.42105263157894735,1.1501283147989734,1.1903153153153154,1.1970091027308192,1.0325577637744383
PAX4,1.1078546307151231,1.8545,0.8421052631578947,1.9384088964927289,1.074042792792793,1.643368010403121,2.6215866860559056
EN1,1.1034583821805393,1.8955,1.0,1.9563729683490163,1.0380067567567568,1.70481144343303,2.748020681854904
FOSL2::JUND,1.0996483001172332,1.1675,0.42105263157894735,1.599230111206159,1.0912162162162162,1.5026007802340702,1.5988043302633703
EN2,1.0993552168815943,1.6505,1.0,1.6180496150556032,1.1317567567567568,1.600780234070221,1.9742284698658912
Msx3,1.0920281359906214,1.946,0.7368421052631579,1.937125748502994,1.0351914414414414,1.698959687906372,2.638875424139602
Nkx3-1,1.090269636576788,1.3255,0.8421052631578947,1.2429426860564583,1.1399211711711712,1.346228868660598,1.4592825981580222
Nr5A2,1.0805978898007034,1.051,1.5263157894736843,1.344311377245509,1.08643018018018,1.4408322496749024,1.6918726773307482
NR4A1,1.0762016412661195,1.333,1.3157894736842106,1.6834901625320786,1.0250563063063065,1.6544213263979193,2.1469542737114238
Hoxa13,1.0480656506447832,1.893,0.9473684210526315,1.7664670658682635,1.0098536036036037,1.630039011703511,2.61100339311682
ETV5,1.0422039859320047,0.808,0.42105263157894735,0.564585115483319,1.313063063063063,0.6063068920676203,0.2946356438843108
Isl1,1.033704572098476,1.4835,1.2105263157894737,1.583832335329341,1.070382882882883,1.5185305591677505,2.097107771853288
SCRT2,1.0319460726846423,1.2195,1.4210526315789473,1.3571428571428572,1.040822072072072,1.5009752925877764,1.6639198578122476
NOTO,1.0316529894490034,1.8345,0.6842105263157895,1.8622754491017963,0.96875,1.5881014304291288,2.7039101631927616
FOXD3,1.02989449003517,2.0415,0.7894736842105263,2.0017108639863133,0.9662162162162162,1.9470091027308192,3.1003393116820166
Hmga1,1.026084407971864,2.2515,0.631578947368421,1.8195038494439693,1.1570945945945943,1.7347204161248375,3.0183389885280336
GSC,1.022567409144197,1.682,1.3157894736842106,1.7476475620188194,0.9811373873873874,1.571521456436931,2.4216351591533365
Atf1,1.0196365767878075,0.817,0.2631578947368421,0.7322497861420018,1.0929054054054057,0.6801040312093628,0.4820649539505574
TFCP2,1.0140679953106682,1.1515,1.263157894736842,1.041060735671514,1.200731981981982,1.2113133940182057,1.3481176280497658
Arid3b,1.0140679953106682,2.08,0.5263157894736842,1.9409751924721983,0.8460022522522522,1.6186605981794535,3.1341896913879466
GATA6,1.0137749120750292,1.6685,1.105263157894737,1.7998289136013688,0.9490427927927928,1.739596879063719,2.462190984003878
GATA1,1.0134818288393903,1.699,1.5263157894736843,1.748075278015398,0.941722972972973,1.7191157347204162,2.4308450476652124
BSX,1.01084407971864,1.7025,0.8947368421052632,1.6518391787852866,0.9749436936936936,1.5513654096228868,2.19268056228793
NR5A1,1.0102579132473624,1.0245,1.4210526315789473,1.3242087254063302,0.987331081081081,1.429778933680104,1.691064792373566
USF1,1.0093786635404456,0.997,0.5789473684210527,1.2917023096663816,1.0121058558558558,1.3078673602080624,1.241153659718856
Shox2,1.0084994138335288,1.793,0.7368421052631579,1.792557741659538,0.9389076576576576,1.54518855656697,2.4882856681208594
BARHL1,1.007913247362251,1.4055,0.7368421052631579,1.4315654405474765,0.987894144144144,1.2548764629388816,1.7936661819356925
Foxl2,1.0064478311840563,1.9335,0.5789473684210527,1.8823781009409752,1.008445945945946,1.8865409622886864,3.028356761997092
SIX2,1.004103165298945,1.3065,1.2105263157894737,1.5372112917023095,1.0329391891891893,1.5471391417425226,2.1261108418161254
ELK1,1.0032239155920282,0.7955,0.3684210526315789,0.5556030795551754,1.27393018018018,0.6189856957087126,0.3066731297463241
FOXO1::ELF1,0.9970691676436108,1.2105,0.7894736842105263,1.344311377245509,1.0954391891891893,1.4249024707412223,1.5666505089675231
SPIC,0.9941383352872216,1.1295,1.0526315789473684,1.2202737382378102,0.9676238738738738,1.1716514954486346,1.3654063661334626
OTX1,0.992672919109027,1.499,0.9473684210526315,1.5414884516680925,1.0256193693693694,1.5126788036410923,2.033042494748748
THRB,0.9897420867526378,0.812,0.7368421052631579,0.9328485885372112,0.8859797297297297,1.0006501950585176,0.7868799482953628
BATF3,0.985345838218054,1.389,0.7894736842105263,1.709153122326775,0.9541103603603605,1.683029908972692,1.885603490063015
ZNF669,0.985052754982415,0.7085,0.5789473684210527,0.6000855431993156,0.8845720720720721,0.5399869960988296,0.3973986104378736
SREBF1,0.9824150058616647,0.991,1.105263157894737,1.296834901625321,1.0261824324324325,1.34037711313394,1.350137340442721
Lhx1,0.9806565064478312,1.5105,0.7368421052631579,1.6449957228400345,0.9738175675675677,1.5068270481144344,1.9608983680723864
Nr1H4,0.9742086752637747,1.015,0.631578947368421,1.1894781864841746,1.0374436936936935,1.2486996098829648,1.311278074002262
CDX2,0.9718640093786636,1.789,1.1578947368421053,1.6248930710008551,0.9946509009009008,1.5825747724317296,2.4486185167232186
FOXO4,0.9601406799531068,1.642,1.1578947368421053,1.638152266894782,0.9273648648648648,1.6996098829648896,2.399499111326547
NR1I3,0.95926143024619,1.1675,0.7894736842105263,1.2587681779298543,1.0146396396396395,1.359557867360208,1.5605105832929391
FOXA1,0.9575029308323564,1.6525,0.7368421052631579,1.6432848588537212,0.8961148648648649,1.6524707412223667,2.599935369203425
ESRRA,0.9492966002344666,1.005,1.105263157894737,1.3276304533789565,0.9307432432432432,1.3686605981794535,1.628292131200517
TCF21,0.9457796014067996,1.0355,1.105263157894737,1.10393498716852,0.9710022522522522,1.1514954486345903,1.3595895944417515
TBX15,0.943728018757327,0.9515,0.631578947368421,1.0436270316509837,0.8949887387387387,1.0815994798439532,0.8919857812247536
Foxf1,0.9422626025791324,1.718,0.5789473684210527,1.6522668947818648,0.9307432432432432,1.776332899869961,2.44449830344159
Lhx8,0.9419695193434936,1.2815,1.0526315789473684,1.458939264328486,1.0472972972972974,1.3081924577373212,1.690660849894975
Nr2e1,0.9334701055099648,1.3725,0.8947368421052632,1.5774165953806671,0.923141891891892,1.5312093628088426,2.0332848602359026
FEV,0.9311254396248536,0.725,0.47368421052631576,0.5457656116338752,1.162162162162162,0.5721716514954487,0.2983519146873485
ZNF384,0.9296600234466588,2.247,0.15789473684210525,1.4721984602224123,1.2471846846846846,1.6176853055916776,2.170059783486832
GBX2,0.9267291910902696,1.6375,0.6842105263157895,1.6424294268605646,0.8417792792792793,1.423927178153446,2.2744385199547583
ZBTB7B,0.925556858147714,0.7845,0.8947368421052632,0.7574850299401198,0.8510698198198198,0.8257477243172952,0.4909516884795605
POU5F1B,0.91852286049238,1.748,0.5263157894736842,1.863130881094953,0.8037725225225225,1.6566970091027309,3.099773792211989
Dlx2,0.91852286049238,1.45,0.7368421052631579,1.4238665526090677,0.9175112612612611,1.3426527958387515,1.842785587332364
EOMES,0.9170574443141852,1.155,0.8947368421052632,1.169803250641574,0.9588963963963965,1.2347204161248375,1.2000323153982873
FOXC2,0.9152989449003516,1.8275,0.5263157894736842,1.7087254063301969,0.9121621621621622,1.698959687906372,2.7252383260623687
FOXK1,0.9117819460726846,1.5935,0.47368421052631576,1.5842600513259195,0.9127252252252251,1.63036410923277,2.2872838907739537
ETS2,0.9091441969519344,0.7375,0.21052631578947367,0.6646706586826348,1.1092342342342345,0.6927828348504551,0.4474874777831636
HOXB5,0.9035756154747948,1.3035,0.3684210526315789,1.4208725406330196,0.9138513513513512,1.3328998699609882,1.8734852157052837
FOSL2::JUNB,0.903282532239156,0.9205,0.47368421052631576,1.334901625320787,0.8902027027027027,1.2158647594278285,1.243900468573275
ZNF677,0.9018171160609612,1.3245,0.8947368421052632,1.488879384088965,0.8868243243243243,1.4960988296488946,1.9276942963322024
CEBPD,0.9012309495896834,1.17,0.47368421052631576,1.377673224978614,0.8803490990990991,1.3192457737321197,1.8696073679108092
ZBTB17,0.8968347010550997,1.4225,1.4736842105263157,1.492301112061591,0.9628378378378378,1.4105981794538365,2.2373566004201
